Robot,IP,Status,Version,OS Major,OS Minor,OS Description,Port,Domain
gvecsm0011dcrt,10.195.18.2,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0016ap,10.70.164.167,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0017ip,10.70.165.1,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Standard Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0019ip,10.65.110.35,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0020ip,10.65.110.36,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0021ip,10.70.165.64,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0022ip,10.70.165.65,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0023ip,10.70.165.66,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0024ip,10.70.165.67,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0025ip,10.71.141.20,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
GVECSM0026IP,10.70.165.69,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0027ip,10.70.165.70,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0029ip,10.70.165.73,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0033ap,10.70.164.223,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Standard Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0039its,10.194.85.1,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0041ad,10.70.166.177,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0042ad,10.70.166.180,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0042ip-new,10.70.167.13,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0043at,10.70.166.181,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0044at,10.70.166.178,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0051ip,10.71.141.43,OK,"7.96 [Build 7.96.230, Oct 18 2018]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0052ip,10.71.141.44,OK,"7.96 [Build 7.96.230, Oct 18 2018]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0057ip,10.194.128.57,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0058ip,10.194.128.58,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0059ip,10.194.128.59,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0059ips,10.195.35.3,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0060ip,10.194.128.60,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0061ip,10.194.128.61,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0062ip,10.194.128.62,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0063ip,10.194.128.63,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0064ip,10.194.128.64,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0065ip,10.194.128.65,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0066ip,10.194.128.66,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0071at,10.70.164.144,OK,"9.33 [Build 9.33.1727, Mar 12 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0072ap-new,10.70.167.11,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0075ad,10.70.166.173,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0075at,10.70.165.134,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0076ad,10.70.164.100,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0076at,10.70.165.135,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0077ad,10.70.164.172,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0081ip,10.194.128.81,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0082ip,10.194.128.82,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0083ip,10.194.128.83,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0084ip,10.194.128.84,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0085ip,10.194.128.77,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0086ip,10.194.128.78,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0087ip,10.194.128.69,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0088ap,10.70.164.32,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0088ip,10.194.128.68,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0089ip,10.194.128.67,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0091ip,10.194.128.87,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0092ip,10.194.128.100,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0093ip,10.194.128.149,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0093it,10.70.164.230,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0094ip,10.70.166.202,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0095ip,10.194.128.148,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0096ip,10.194.128.147,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0100ips,10.195.32.67,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0111ap,10.70.165.136,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0112ap,10.70.165.137,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0113ap,10.70.165.81,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0117ap,10.70.164.173,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0117ap-new,10.70.167.9,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0118ap,10.70.165.127,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0118ap-new,10.70.167.10,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0120ap,10.70.164.194,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0121ap,10.70.165.85,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0139ap,10.70.165.187,OK,"9.37 [Build 9.37.528, Feb  1 2023]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0140ap,10.70.165.188,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0141ap,10.70.165.189,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0142ap,10.70.165.190,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2008 R2 Enterprise Edition, 64-bit",Service Pack 1 Build 7601,48000,Givaudan
gvecsm0157its,10.194.130.1,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0158its,10.194.130.3,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0160its,10.194.130.4,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0161its,10.194.130.5,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0164its,10.194.130.6,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0165its,10.194.130.7,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0185ap,10.70.165.164,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0206ap,10.70.164.54,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0207ap,10.70.164.114,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0219ad,10.70.165.61,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0221np,10.70.164.171,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0227ad,10.70.165.109,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0228at,10.70.165.122,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0229at,10.70.165.133,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0230at,10.70.165.146,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0251at,10.70.165.56,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0255at,10.194.85.63,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0255at-new,10.194.85.63,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0256ap,10.70.164.43,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0256ap-new,10.70.164.43,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0256ap_ol,10.70.166.5,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0256apnw,10.70.164.43,Error,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0257at,10.70.166.4,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0258at,10.70.164.124,OK,"9.33 [Build 9.33.1727, Mar 12 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0262ap,10.70.164.70,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0263ap,10.70.164.98,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0267ap,10.70.166.16,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0268ap,10.70.166.17,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0268at,10.70.166.18,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0269ap,10.70.166.19,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0269at,10.70.166.20,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0270at,10.70.166.21,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0272ip,10.70.164.92,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0276ap,10.70.164.143,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0277ap,10.70.164.147,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0278ap,10.70.164.150,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0279ap,10.70.164.59,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0286ad,10.194.224.45,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0291ap,10.70.164.73,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0301dp,10.70.166.24,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0302at,10.70.164.140,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0302dp,10.70.166.25,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0303at,10.70.166.91,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0309ip,10.70.166.86,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0312ip,10.70.166.141,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0313ap,10.70.166.87,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0313ip,10.70.166.142,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0314ap,10.70.166.92,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0314ip,10.70.166.143,OK,"9.37 [Build 9.37.528, Feb  1 2023]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0315ap,10.70.166.93,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0315ip,10.70.166.144,OK,"9.37 [Build 9.37.528, Feb  1 2023]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0316ap,10.70.166.94,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0316ip,10.70.166.145,OK,"9.34 [Build 9.34.2004, Dec  7 2021]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0317ip,10.70.166.146,OK,"9.37 [Build 9.37.528, Feb  1 2023]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0318ip,10.70.166.147,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0319ip,10.70.166.148,OK,"9.37 [Build 9.37.528, Feb  1 2023]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0320ip,10.70.166.149,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0321ip,10.70.166.150,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0322ap,10.70.165.242,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0322it,10.70.166.151,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0323it,10.70.166.152,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0324it,10.70.166.153,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0325it,10.70.166.154,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0326it,10.70.166.155,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0327it,10.70.166.156,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0328ap,10.70.165.46,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0328it,10.70.166.157,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0329ap,10.70.165.49,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0329at,10.70.167.19,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,Windows Server 2012 R2 Standard,Service Pack 0 Build 9600,48000,Givaudan
gvecsm0329it,10.70.166.158,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 Standard Edition, 64-bit", Build 9200,48000,Givaudan
gvecsm0330ap,10.70.165.53,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0330it,10.70.166.159,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0331it,10.70.166.160,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0332at,10.70.166.161,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0333ap,10.70.166.162,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0336ap,10.70.165.236,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0337ap,10.70.165.237,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0338ap,10.70.165.238,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0339ap,10.70.165.239,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
